domain,source_term,zh_cn,count,status,en_reference,zh_reference,note
star_wars,Bacca's Ceremonial Blade,巴卡仪式之刃,5,review,https://starwars.fandom.com/wiki/Bacca%27s_Ceremonial_Blade,,KOTOR 武器名；中文译名按项目暂定
star_wars,Bacca's Sword,巴卡之剑,19,review,tlk=StrRef 5428,,卡希克星主线武器；未查到稳定独立网页条目
star_wars,Bacca's Sword Blade,巴卡之剑剑刃,1,review,tlk=StrRef 12836,,巴卡仪式之刃遗失的剑刃部件；中文译名按项目暂定
star_wars,Bacca's sword hilt,巴卡之剑剑柄,1,review,tlk=StrRef 11946,,Bacca's Ceremonial Blade 的剑柄部件；中文译名按项目暂定
star_wars,bacta,巴克塔,0,review,https://starwars.fandom.com/wiki/Bacta,,星战治疗物质；若出现需与 kolto 区分
star_wars,Bafka,巴夫卡,7,review,tlk=StrRef 28773,,Zoriis Bafka 的姓氏/标签；中文译名按项目暂定
star_wars,Ban,班,39,review,https://starwars.fandom.com/wiki/Yuthura_Ban,,Yuthura Ban 的姓氏；只用于首字母大写人名语境, 普通 ban 不适用
star_wars,Bantha,班萨,73,confirmed,https://starwars.fandom.com/wiki/Bantha/Legends,https://starwars.fandom.com/zh/wiki/%E7%8F%AD%E8%90%A8,生物名
star_wars,bantha fodder,班萨饲料,9,review,tlk=StrRef 29978,,引诱班萨到克雷特龙洞穴的任务物品/饲料；中文译名按项目暂定
star_wars,bantha poodoo,班萨粪,1,review,tlk=StrRef 24715,,Taris 下层城米申辱骂对白；中文译名按项目暂定
star_wars,baradium,巴拉迪姆,2,review,https://starwars.fandom.com/wiki/Baradium,,星战爆炸物材料；中文译名按项目暂定
star_wars,Basic,银河基本语,30,review,https://starwars.fandom.com/wiki/Galactic_Basic_Standard,,语言专名时译“银河基本语”；普通 basic 按上下文
star_wars,Basilisk,巴西利斯克战斗机器人,7,review,https://starwars.fandom.com/wiki/Basilisk_war_droid/Legends,,KOTOR 中常作 Basilisk war droid 简称；中文译名按项目暂定
star_wars,Basilisk war droid,巴西利斯克战斗机器人,4,review,https://starwars.fandom.com/wiki/Basilisk_war_droid/Legends,,曼达洛人载具/武器；中文译名按项目暂定
star_wars,Bastila,巴丝蒂拉,608,review,https://starwars.fandom.com/wiki/Bastila_Shan,,角色名；全名 Bastila Shan
star_wars,Bastila Shan,巴丝蒂拉·珊,6,review,https://starwars.fandom.com/wiki/Bastila_Shan,,队友 Bastila 的全名；中文译名按项目暂定
star_wars,Bastila's Mother,巴丝蒂拉的母亲,1,review,tlk=StrRef 32577,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Battle Droid,战斗机器人,20,review,tlk=StrRef 15680,,KOTOR 敌人/机器人标签；中文译名按项目暂定
star_wars,Battle Meditation,战斗冥想,69,review,https://starwars.fandom.com/wiki/Battle_meditation,,Bastila 的原力能力/剧情核心术语
star_wars,Battle of Jaga's Cluster,贾加星团战役,9,review,tlk=StrRef 5717,,装备说明中的战役名；中文译名按项目暂定
star_wars,Bavakar Medical Research Labs,巴瓦卡医学研究实验室,7,review,tlk=StrRef 5929,,KOTOR 植入体说明中的机构；中文译名按项目暂定
star_wars,Beks,贝克帮,98,review,https://starwars.fandom.com/wiki/Hidden_Beks,,Hidden Bek 成员/简称
star_wars,Belaya,贝拉娅,26,review,https://starwars.fandom.com/wiki/Belaya,,Dantooine 绝地学徒；中文译名按项目暂定
star_wars,Ben Hu'al,本·胡阿尔,1,review,tlk=StrRef 15840,,Marka Ragnos tomb 数据记录器中提到的西斯人员；中文译名按项目暂定
star_wars,Bendak,本达克,36,review,https://starwars.fandom.com/wiki/Bendak,,Taris 决斗场角色；全名 Bendak Starkiller
star_wars,Bendak Starkiller,本达克·弑星者,50,review,https://starwars.fandom.com/wiki/Gorse_Bendak,,Taris 决斗场冠军
star_wars,Bendak's Bounty,本达克的赏金,1,review,tlk=StrRef 32583,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Big Z,大Z,51,review,https://starwars.fandom.com/wiki/Zaalbar,,Mission 对 Zaalbar 的昵称
star_wars,Billan,比兰,3,review,tlk=StrRef 27148,,Anchorhead 出城门卫；中文译名按项目暂定
star_wars,Bindo,宾多,23,review,https://starwars.fandom.com/wiki/Jolee_Bindo,,Jolee Bindo 的姓氏；中文译名按项目暂定
star_wars,bio-acquisitions,生物采获,1,review,tlk=StrRef 10758,,Czerka Corporation 对奴役/贩卖本地物种的委婉说法；规范拼写形式
star_wars,bio-aquisitions,生物采获,1,review,tlk=StrRef 10677,,原文拼写如此；同 bio-acquisitions
star_wars,bio-seeding,生物播种,1,review,tlk=StrRef 12496,,Kashyyyk 古代设施生态调节术语；中文译名按项目暂定
star_wars,Bith,比思人,12,review,https://starwars.fandom.com/wiki/Bith/Legends,,物种；中文译名按项目暂定
star_wars,Black crystal,黑色水晶,2,review,tlk=StrRef 9068,,KOTOR 光剑水晶标签；中文译名按项目暂定
star_wars,Black Rakata,黑拉卡塔,22,review,https://starwars.fandom.com/wiki/Black_Rakata,,Lehon 拉卡塔派系
star_wars,Black Rakata Warrior,黑拉卡塔战士,1,review,tlk=StrRef 30781,,Lehon 黑拉卡塔敌人标签；中文译名按项目暂定
star_wars,Black Rakatan Guard,黑拉卡塔守卫,1,review,tlk=StrRef 30801,,Lehon 黑拉卡塔守卫标签；中文译名按项目暂定
star_wars,Black Vulkar,黑火神帮,49,review,https://starwars.fandom.com/wiki/Black_Vulkars%2FLegends,,Taris 帮派名
star_wars,Black Vulkars,黑火神帮,47,review,https://starwars.fandom.com/wiki/Black_Vulkars%2FLegends,,Taris 帮派名复数形式；中文译名不额外标复数
star_wars,Bladeborn,剑裔,2,review,https://starwars.fandom.com/wiki/Bladeborn,,西斯剑术分支；中文译名按项目暂定
star_wars,blaster,爆能枪,194,confirmed,https://starwars.fandom.com/wiki/Blaster,https://starwars.fandom.com/zh/wiki/%E7%88%86%E8%83%BD%E6%9E%AA,星战枪械统称；复合武器按上下文使用专门术语如“爆能步枪”
star_wars,Blaster Cannon,爆能炮,5,review,tlk=StrRef 6145,,KOTOR 武器名；中文译名按项目暂定
star_wars,Blaster Carbine,爆能卡宾枪,8,review,https://starwars.fandom.com/wiki/Blaster_carbine,,星战武器类别；中文译名按项目暂定
star_wars,Blaster Pistol,爆能手枪,14,confirmed,https://starwars.fandom.com/wiki/Blaster_pistol/Legends,https://starwars.fandom.com/zh/wiki/%E7%88%86%E8%83%BD%E6%89%8B%E6%9E%AA,星战武器类别
star_wars,Blaster Rifle,爆能步枪,9,review,https://starwars.fandom.com/wiki/Blaster_rifle/Legends,,星战武器类别
star_wars,blending field,伪装场,10,review,tlk=StrRef 12782,,Mandalorian swoop camouflage field；中文译名按项目暂定
star_wars,Bochaba,博查巴,8,review,https://starwars.fandom.com/wiki/Bochaba,,Sleheyron 赫特黑帮；中文译名按项目暂定
star_wars,Bochoba,博查巴,1,review,https://starwars.fandom.com/wiki/Bochaba,,KOTOR 原文拼写变体；按 Bochaba 统一译名
star_wars,Bolook,博卢克,26,review,https://starwars.fandom.com/wiki/Bolook,,Dantooine 谋杀案支线绝地；中文译名按项目暂定
star_wars,Bomarr,博马尔,1,review,https://starwars.fandom.com/wiki/B%27omarr_Order,,TLK 拼写省略撇号；按 B'omarr Order 处理
star_wars,Bonadan,博纳丹,3,review,https://starwars.fandom.com/wiki/Bonadan,,星球/工业社会；中文译名按项目暂定
star_wars,Bondar,邦达,1,review,tlk=StrRef 6167,,光剑水晶名；中文译名按项目暂定
star_wars,Bothan,波森人,17,review,https://starwars.fandom.com/wiki/Bothan/Legends,,物种；中文译名按项目暂定
star_wars,Bothan Chuka,波森丘卡,1,review,https://starwars.fandom.com/wiki/Chuka,,KOTOR 武器名；中文译名按项目暂定
star_wars,Bothan Discord Gun,波森失谐枪,1,review,https://starwars.fandom.com/wiki/Bothan_discord_gun,,KOTOR 武器名；中文译名按项目暂定
star_wars,Bothan Droid Disruptor,波森机器人裂解枪,1,review,tlk=StrRef 6117,,KOTOR 武器名；中文译名按项目暂定
star_wars,Bothan Needler,波森针刺枪,1,review,tlk=StrRef 6089,,KOTOR 武器名；中文译名按项目暂定
star_wars,Bothan Quick Draw,波森快拔枪,1,review,tlk=StrRef 6085,,KOTOR 武器名；中文译名按项目暂定
star_wars,Bothan Shrieker,波森尖啸枪,1,review,https://strategywiki.org/wiki/Star_Wars%3A_Knights_of_the_Old_Republic/Blaster_pistols#Bothan_Shrieker,,KOTOR 武器名；中文译名按项目暂定
star_wars,Bothan Stun Stick,波森震慑棍,1,review,https://starwars.fandom.com/wiki/Bothan_stun_stick,,KOTOR 武器名；中文译名按项目暂定
star_wars,Bothans,波森人,11,review,https://starwars.fandom.com/wiki/Bothan/Legends,,复数不额外标复数；中文译名按项目暂定
star_wars,Bounty Writ,赏金状,1,review,tlk=StrRef 29438,,Tatooine 泽卡狩猎/出城凭证；中文译名按项目暂定
star_wars,Bowcaster,弩枪,20,review,https://starwars.fandom.com/wiki/Bowcaster/Legends,,伍基人武器
star_wars,bowcaster bolt,弩枪弹,4,review,tlk=StrRef 12574,,弩枪弹药；中文译名按项目暂定
star_wars,Bowcaster Bolt Casing,弩枪弹壳,1,review,tlk=StrRef 12342,,Kashyyyk 罗沃尔案证物；中文译名按项目暂定
star_wars,bowcaster bolts,弩枪弹,1,review,tlk=StrRef 12162,,bowcaster bolt 复数；中文译名按项目暂定
star_wars,Brejik,布雷吉克,164,review,https://starwars.fandom.com/wiki/Brejik,,Black Vulkar 首领
star_wars,Brejik Thek,布雷吉克·塞克,2,review,https://starwars.fandom.com/wiki/Brejik,,Brejik 的全名；Black Vulkar 首领；中文译名按项目暂定
star_wars,Brith,布里斯,3,review,https://starwars.fandom.com/wiki/Brith,,生物名；中文译名按项目暂定
star_wars,Bronzium,青铜合金,1,review,https://starwars.fandom.com/wiki/Bronzium,,星战材料；中文译名按项目暂定
star_wars,Builder,建造者,9,review,https://starwars.fandom.com/wiki/Rakata%2FLegends,,Rakata 对古代建造者个体的称呼；需按上下文复核
star_wars,Builders,建造者,36,review,https://starwars.fandom.com/wiki/Rakata%2FLegends,,Rakata 对古代建造者/自身遗产的称呼, 需按上下文复核
star_wars,bull dragon,公龙,5,review,tlk=StrRef 30004,,Tatooine 克雷特龙猎物语境；指雄性/大型克雷特龙
star_wars,C8-42,C8-42,8,review,tlk=StrRef 8725,,Dantooine Elise Montagne 支线机器人；型号保留
star_wars,C8-69,C8-69,3,review,tlk=StrRef 7778,,Dantooine Elise Montagne 支线机器人型号；型号保留
star_wars,Calder,考尔德,81,review,https://starwars.fandom.com/wiki/Calder_Nettic,,Calder Nettic 的简称；中文译名按项目暂定
star_wars,Calder Nettic,考尔德·耐蒂克,14,review,https://starwars.fandom.com/wiki/Calder_Nettic,,Dantooine 谋杀案支线死者；中文译名按项目暂定
star_wars,Calin Industries,卡林工业,2,review,tlk=StrRef 5796,,机器人装甲说明中的公司；中文译名按项目暂定
star_wars,Calo,卡洛,20,review,https://starwars.fandom.com/wiki/Calo_Nord,,赏金猎人；全名 Calo Nord
star_wars,Calo Nord,卡洛·诺德,24,review,https://starwars.fandom.com/wiki/Calo_Nord,,赏金猎人
star_wars,Calrissian,卡瑞辛,4,review,https://starwars.fandom.com/wiki/Calrissian,,家族名/姓氏；中文译名按项目暂定
star_wars,Canderous,坎德鲁斯,118,review,https://starwars.fandom.com/wiki/Canderous_Ordo,,角色名；全名 Canderous Ordo
star_wars,Canderous Ordo,坎德鲁斯·奥多,17,review,https://starwars.fandom.com/wiki/Canderous_Ordo,,队友 Canderous 的全名
star_wars,Captured by the Leviathan,被利维坦号俘获,1,review,tlk=StrRef 32587,,KOTOR 任务标题；中文译名按项目暂定
star_wars,carbonite,碳凝,3,review,https://starwars.fandom.com/wiki/Carbonite,,星战材料；carbonite explosive 译“碳凝炸药”
star_wars,Carth,卡斯,346,review,https://starwars.fandom.com/wiki/Carth_Onasi,,角色名；全名 Carth Onasi
star_wars,Carth Onasi,卡斯·奥纳西,14,review,https://starwars.fandom.com/wiki/Carth_Onasi,,队友 Carth 的全名
star_wars,Casandra,卡珊德拉,13,review,https://starwars.fandom.com/wiki/Casandra_Mateil,,Casandra Mateil 的名；中文译名按项目暂定
star_wars,Casandra Mateil,卡珊德拉·马泰尔,8,review,https://starwars.fandom.com/wiki/Casandra_Mateil,,Manaan 飞梭赛车手；中文译名按项目暂定
star_wars,Cassus Fett,卡瑟斯·费特,11,review,https://starwars.fandom.com/wiki/Cassus_Fett,,曼达洛战争人物；中文译名按项目暂定
star_wars,Cassus Fett's Heavy Pistol,卡瑟斯·费特的重型手枪,1,review,tlk=StrRef 6095,,KOTOR 武器名；中文译名按项目暂定
star_wars,Casus,卡苏斯,43,review,https://starwars.fandom.com/wiki/Casus_Sandral,,Casus Sandral 的简称；中文译名按项目暂定
star_wars,Casus Sandral,卡苏斯·桑德拉尔,7,review,https://starwars.fandom.com/wiki/Casus_Sandral,,Dantooine Sandral 家族角色；中文译名按项目暂定
star_wars,Casus' Diary,卡苏斯的日记,1,review,tlk=StrRef 33419,,KOTOR 剧情物件标签；中文译名按项目暂定
star_wars,Cathar,凯瑟,32,review,https://starwars.fandom.com/wiki/Cathar/Legends,,物种/母星同名；族群译“凯瑟人”, 星球译“凯瑟星”
star_wars,ceremonial lightsaber,礼仪光剑,3,review,tlk=StrRef 16158,,Naga Sadow tomb 最终试炼光剑；中文译名按项目暂定
star_wars,Chancellor,最高议长,1,review,https://starwars.fandom.com/wiki/Supreme_Chancellor,,共和国政治职务；此处为 HK-47 回忆中的晋升目标
star_wars,Chieftain Freyyr,弗雷尔酋长,2,review,tlk=StrRef 12592,,Kashyyyk 伍基人酋长头衔；中文译名按项目暂定
star_wars,Chieftain in Need,危难中的酋长,1,review,tlk=StrRef 32603,,KOTOR 任务标题；中文译名按项目暂定
star_wars,Chieftain's Gaffi,酋长加菲杖,2,review,tlk=StrRef 29214,,Tatooine 沙人酋长任务物品简称；中文译名按项目暂定
star_wars,chieftain's gaffi,酋长加菲杖,2,review,tlk=StrRef 29203,,Chieftain's Gaffi 小写写法；中文译名不额外区分
star_wars,Chieftain's Gaffi Stick,酋长加菲杖,1,review,tlk=StrRef 30524,,Tatooine 沙人酋长任务物品完整标签；中文译名按项目暂定
star_wars,Chieftain's gaffi stick,酋长加菲杖,1,review,tlk=StrRef 29188,,Tatooine 沙人酋长任务物品小写写法；中文译名不额外区分
star_wars,chieftain's gaffi stick,酋长加菲杖,3,review,tlk=StrRef 30143,,Chieftain's Gaffi Stick 小写写法；中文译名不额外区分
star_wars,Chorrawl,乔罗尔,7,review,tlk=StrRef 10970,,Kashyyyk 伍基人猎手；中文译名按项目暂定
star_wars,Christya,克里斯蒂娅,1,review,tlk=StrRef 23752,,Taris 上层酒馆音乐室 NPC 标签；中文译名按项目暂定
star_wars,Chuundar,丘恩达,131,review,https://starwars.fandom.com/wiki/Chuundar,,Kashyyyk 伍基人角色
star_wars,Cinnagar,辛纳加,7,review,https://starwars.fandom.com/wiki/Cinnagar,,Empress Teta 星系城市/地点；中文译名按项目暂定
star_wars,Cinnagaran,辛纳加,1,review,https://starwars.fandom.com/wiki/Cinnagar,,Cinnagar 形容词；中文译名按项目暂定
star_wars,Clan Ordo,奥多氏族,2,review,https://starwars.fandom.com/wiki/Clan_Ordo,,曼达洛氏族名
star_wars,Code of the Jedi,绝地准则,2,review,https://starwars.fandom.com/wiki/Jedi_Code,,绝地信条/准则；中文译名按项目暂定
star_wars,Code of the Sith,西斯准则,12,review,https://starwars.fandom.com/wiki/Code_of_the_Sith,,西斯信条/准则；中文译名按项目暂定
star_wars,Cold Serum,寒冷血清,2,review,tlk=StrRef 31200,,KOTOR 物品标签；中文译名按项目暂定
star_wars,Commander Dern,德恩指挥官,1,review,tlk=StrRef 12336,,Czerka poachers 指挥官；中文译名按项目暂定
star_wars,Commander Grann,格兰指挥官,1,review,tlk=StrRef 20418,,Manaan Sith Embassy 安保指挥官；中文译名按项目暂定
star_wars,Concussion Grenade,冲击手雷,1,review,https://starwars.fandom.com/wiki/Concussion_grenade,,星战爆炸物；中文译名按项目暂定
star_wars,Core systems,核心星系,2,review,tlk=StrRef 12916,,银河核心区域口语称呼；中文译名按项目暂定
star_wars,Core Worlds,核心世界,9,review,https://starwars.fandom.com/wiki/Core_Worlds,,银河地理概念
star_wars,Core worlds,核心世界,2,review,https://starwars.fandom.com/wiki/Core_Worlds,,Core Worlds 小写变体
star_wars,core-slime,核心黏渣,3,review,tlk=StrRef 26191,,KOTOR 侮辱语；中文译名按项目暂定
star_wars,core-slimes,核心黏渣,1,review,tlk=StrRef 5143,,core-slime 复数；中文译名不额外标复数
star_wars,coro-slime,科罗黏液,1,review,tlk=StrRef 12249,,KOTOR insult；中文译名按项目暂定
star_wars,cortosis,科托西斯,34,review,https://starwars.fandom.com/wiki/Cortosis/Legends,,星战材料；中文译名按项目暂定
